what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1332175113417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175114119
executed,command,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.openSearchDialog",1332175114131
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175114455
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1332175116240
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1332175116355
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1332175116361
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1332175119573
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1332175119644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175123090
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332175123110
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1332175125639
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1332175142546
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1332175146426
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1332175146694
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332175146881
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332175146996
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175149272
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1332175149371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175152976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175173791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175185666
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1332175189683
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1332175189690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175192401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175206752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332175227691
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1332175236106
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1332175238001
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332175242567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.showIn",1332175242637
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1332175245982
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332175247558
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332175247626
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332175249565
